Company_Name,GHG_emissions_tCO2e,Water_usage_m3,Waste_generation_tons,Energy_efficiency_score,Renewable_energy_usage_percentage,Labor_practices_and_human_rights,Health_and_safety_performance,Community_engagement_and_development,Board_composition_and_diversity,Executive_compensation_and_accountability,Investment,Income,Profit
Canadian Natural Resources,723.8576903112322,1418.5052779605894,11.781609251252895,58.483863168888206,73.98678266004035,11.944888396428578,1.5498241826190307,67.28550378096911,92.75035512965756,70.35081440883408,316.60547486075814,1869.7568699154708,1553.1513950547128
Suncor Energy,146.436225992839,6577.2949617947415,45.16138998873453,33.75324658838189,78.90228445481343,62.23029790740262,16.6764268872692,84.30369469277032,45.828321638627315,59.791099226333245,889.4427438395253,1678.0557646949783,788.613020855453
BP,702.9257180950353,6057.935627201261,27.228491244958825,80.2851208995546,11.910653587671627,93.44202168425137,60.666152977586776,39.88215269240574,65.94456587156382,48.9893744384174,455.72868979202593,604.5754605956411,148.84677080361513
AES Corporation,139.74889393909015,4113.284027515248,47.04899144110322,24.6519905637983,14.054712799554292,20.65344039720064,70.91271914859374,52.212649343217684,91.44576508809412,3.216527032263139,519.6726909837078,1773.5280199291162,1253.8553289454085
Duke Energy,629.437381272938,3836.7056898762307,94.14949886548888,97.60326986002038,28.647373774458362,73.50261491050988,2.105778355632004,40.15417380052825,9.011363293414455,62.45972515201543,874.5866986488552,674.1969669142567,-200.3897317345985
ConocoPhillips,999.4181496092514,7946.719535634592,48.748618855647095,34.48176077461697,51.807716519756106,86.64510632490415,3.642544330172015,30.04887586326389,77.04814531190299,41.683461522279366,569.6409024549571,569.6117828103017,-0.02911964465533856
Dominion Energy,600.2259232934616,1777.8214968629184,89.01860472863514,33.73109541512276,74.80160766994024,52.08821784475111,90.25421148429531,80.32634006271282,61.68168843755751,56.0209402740945,274.1282644729313,675.6390862619822,401.51082178905096
Pacific Gas and Electric,525.8891062732,3131.0587838024685,64.49542899542888,31.191190553670523,83.65308907609035,66.92657958436577,7.330581811371983,27.200257373098967,59.86371788298614,42.93213419676363,902.8271038688029,1837.9191138906967,935.0920100218939
PetroChina,381.56937085502875,7592.038586542808,32.241839919525276,12.211151592428793,70.43353159571805,81.50153166761481,89.41821586165713,72.29434243894471,29.25404284815698,96.6056132765199,127.95549078073014,1848.0655739267652,1720.110083146035
Royal Dutch Shell,208.470320907818,5934.885253537818,42.026928333329025,11.113714733201242,92.85968815306383,26.06751577405936,22.816591375090578,20.619707925520224,68.38933547776769,60.41089011508471,905.8566408790989,792.1923944383439,-113.66424644075505
EDP Renewables,757.9213043124535,2151.893876802277,17.55275822392865,64.81050345341234,73.87435096159302,29.6895674268043,74.00178001582128,24.985379607832957,79.47977548207766,74.92363306024671,145.46820400510123,1469.7815331701922,1324.313329165091
First Solar,273.3391250070674,8939.22052853854,40.011633423640944,87.5118044558047,30.62678870046147,0.06275166284561706,30.973324894601205,33.646116257721225,11.285816494369715,93.63469474710833,699.2644281401153,1416.3414592955298,717.0770311554145
Dominion Energy,203.75381912255594,4541.030619072324,70.97868509531807,79.05205102716735,26.50812843385726,96.30941308978025,85.87520256091838,58.91563773937882,53.35214309809838,59.15993229167397,164.5114417078012,1651.8127378347258,1487.3012961269246
ENGIE,479.5863937574613,8450.815377899555,16.489998363649168,14.110759402135109,69.61924503010898,91.75448945963448,70.04548654243578,45.44223191595411,10.126518098740966,1.2062517822400753,735.591687368559,733.7171002558359,-1.8745871127230203
Chevron,815.8076541631876,8089.417139749378,28.48612676302264,54.55821217920664,19.28705686896143,76.45682637594304,40.181345860169515,74.51448098278203,87.25740192976446,3.429167831054236,130.5741891996558,1118.2493754387233,987.6751862390674
Equinor,770.5580933081983,6619.829018245552,44.329693727198034,10.559154597664,9.27148108102699,7.907602097664812,7.630245417407955,21.356730033619233,50.76367226563473,70.23384341018618,858.2119549397088,1401.8131118149163,543.6011568752075
Vattenfall,149.39435318182743,5450.330181655837,98.38445833143663,4.5294643613077445,53.22228748561939,44.750288969950816,73.27001838708071,1.0672287848834117,80.79656892607574,27.90851361512835,519.3495558369863,247.26227385783088,-272.08728197915536
Duke Energy,509.6293165325405,9815.957563435812,80.63756406629922,65.63858593847672,82.16415697789553,10.189175397155282,61.68847559651815,77.655747178522,36.808563766621425,57.937972734794876,184.10852140199012,878.1297415957183,694.0212201937281
Southern Company,570.1911184640521,2304.6856514183532,76.01380718428935,53.515233368035034,10.137984246986353,1.5920267262798604,0.29117178337887406,82.16493338800724,12.507822681632542,20.227718109066895,736.1375005091295,1452.5990438214242,716.4615433122947
Covanta,680.09198556324,7526.401547960033,20.45718608729014,8.202368521147086,79.18913237957292,61.61829652125973,0.9419855972445323,5.948016310838955,4.149930438571148,27.024887506171414,540.3611417533862,654.6711676144402,114.31002586105399
First Solar,685.1506153989053,2720.716313183101,80.28963042534923,3.4939246405988444,81.1572004351548,96.08294170801884,80.8792973192694,61.09075221583965,28.15096207723755,50.46410559480753,271.8539729878986,1923.867392611677,1652.0134196237782
China Petroleum & Chemical,428.22752451157527,4044.367947991135,80.67419303644137,98.97564134093346,48.227400008154355,90.28680234321502,25.939973880185384,37.820678387307794,24.423370036407853,97.5569463356082,114.1051364998532,254.29046871231012,140.1853322124569
Avangrid,604.6094746031627,3778.2886903587573,64.09924260618953,3.0021332149071878,5.731031001048681,69.67548149354043,63.613366772806565,79.38956551945168,56.035197401996186,61.62704892091916,476.1984337529835,1924.556937657361,1448.3585039043776
Fortis Inc.,532.9556954596778,9523.323889648507,99.13256037985347,44.45282530501596,17.45898512471864,9.664058416487142,45.42144197652475,87.44145541964785,2.1738838063707355,93.61481045130232,177.066307655682,590.17496241872,413.10865476303803
Royal Dutch Shell,896.4985208709529,9706.205600094478,39.272851533209675,50.46190246076956,70.74262751619324,27.416403767230012,86.34300145217672,85.1003766797249,52.057054429917336,95.93798543869475,184.75272842251348,287.87967546566597,103.12694704315248
Chevron,577.2386193714101,2647.1389981125444,94.71452034176664,11.728014780044504,71.17779449909494,32.005672688529096,91.69611131024887,77.72042473508522,39.177174201200316,20.810999642050742,340.59659352640915,726.4532598024034,385.85666627599426
NextEra Energy,496.92894557334546,1198.3164426775377,92.32580034608533,16.906177843971626,89.83552751676653,76.31500577455613,99.6807712678854,26.905222874216296,57.71222699144422,31.119360246894445,667.4124675181819,1615.3081531224057,947.8956856042238
Noble Energy,464.03690471366565,7480.072356968018,11.033259377444006,35.18050064103525,58.268614655458286,80.22491792351141,15.368413580724683,81.18896435683168,70.24175281503646,76.99922812187042,576.9195477048543,1554.3956116064958,977.4760639016415
Royal Dutch Shell,615.1849834901191,4761.9094048343595,50.510487382733,76.16758762136627,12.410736771377739,38.510612298992044,86.29640464754755,53.34784759062927,63.4091945079839,86.67640022913439,162.08857743281254,575.9127495610257,413.8241721282132
RWE,823.5792814608079,1799.5622057880796,97.93938097464161,50.70824240602667,12.141490550497213,41.78839966176097,26.602137672880176,5.275661483209082,98.46443693733663,51.922674418952774,971.5881483032229,554.2222404652389,-417.36590783798397
PetroChina,584.5613413427088,7153.786950193383,19.28092261672682,63.790187455296156,72.11323573568237,4.450903927617134,59.08158748955077,45.693884989824895,13.826534387687106,99.32260672805492,898.451819465132,1356.6438484481735,458.1920289830415
ENGIE,695.4896575724873,5905.949754346298,59.300622494498754,98.51745550906747,18.378466510790116,28.9136718418761,50.57728338692109,94.21579170299933,42.97370089297785,1.1572198755270269,333.3029384306424,1024.5488414163149,691.2459029856725
Calpine Corporation,764.0701902158725,9824.651398009953,98.10617563369937,76.80054353132097,32.83854996166053,45.12851771776399,1.7988131572387656,88.78593497355527,42.483073664331116,29.959265558521565,210.10471836592714,1626.121915995624,1416.017197629697
National Grid,568.1512988908587,3046.6854627524103,59.99458816952742,43.43614981412177,48.72120069219139,11.698304638525759,93.27712799060947,10.226428099711605,41.705320370292064,62.316175374457984,948.1625782812912,243.43900164659647,-704.7235766346947
Avangrid,484.1353509893779,4635.800886938934,27.08337726749404,44.64419217965487,2.47648775761512,45.326746075502136,7.8327055149218445,74.41266857143702,66.37983920426683,46.92899109374829,515.0276000926299,1298.7413493690278,783.713749276398
First Solar,888.9988400762045,5882.912230558806,62.396490708333076,61.8772077041005,24.881902701993187,85.31758122578003,68.82189194077358,80.57928659582348,48.982806054672245,11.660296642880075,380.0502682942922,1515.2096220317767,1135.1593537374845
SunPower,475.7554756251029,8125.299896080165,28.399651655459216,66.53652084189044,40.788960850728,58.13210197250533,78.50068362082621,27.13881882367648,51.74325598129631,36.77870854805636,541.3222316486687,1988.0950016516042,1446.7727700029354
Suncor Energy,515.7485655180288,5939.547910480528,56.77338366050358,50.07109258366713,27.963631849320624,7.892985503841232,79.52878490476843,47.16085707410923,43.23559921467647,2.5447143295039054,795.469730091771,1421.8070496263244,626.3373195345534
Southern Company,991.3071820075994,6516.101447757543,16.66379961211132,64.486122281498,13.637032746756583,19.167131883027434,13.549451892884479,71.09879414636829,99.16994610185625,64.27460460752795,251.54676847274905,617.3212817899393,365.7745133171903
First Solar,100.21377121829612,3035.3234643094665,64.49344022929643,2.353249441409877,72.80122577961974,47.45443501585562,44.75699505079721,43.90414888211479,92.75613488190422,89.27425429963553,790.7462501583765,394.7351507840698,-396.0110993743067
Public Service Enterprise Group,266.9256186190502,8622.268552797039,56.51109452153424,42.962286389684415,81.31476551679849,36.148714982181204,82.94288704339799,11.279691886657695,30.772418936437095,88.48741237834588,774.5021091404789,1353.6501943593357,579.1480852188569
Fortis Inc.,445.56750092775314,4857.674922734282,76.61452318853168,27.893807607347675,25.747897614372484,35.87270195460987,30.267921037875468,70.58824446817215,11.159392476666719,69.95444737655465,585.4133843567918,1141.7295215327888,556.316137175997
ConocoPhillips,939.3309184827276,2268.6366476959233,66.76304240429064,12.917444524311039,77.44194946063033,52.92674481435902,46.774867537466356,91.16386897353036,83.97647240386028,46.57701954979275,879.2580598746235,1818.4615192010294,939.2034593264059
Canadian Natural Resources,163.02673517272393,6977.691230548757,59.4645641677681,9.954651280877513,38.55535644013138,58.43959215894574,27.279389269984577,65.24847284061576,99.71702514257245,51.20316186914897,218.9290403528745,1507.894438126295,1288.9653977734206
PetroChina,108.53689026564827,2944.8140786677677,72.0800964323309,60.319216561466746,50.66857908540028,79.6861570276191,46.355141788532414,77.38007485690339,29.26088940396455,13.69188239956629,635.9311059991057,1117.5364100767172,481.60530407761144
Xcel Energy,147.41545237950572,1878.0625921536976,22.954772221500775,52.36005471526117,85.60010748931528,34.096656346248466,88.783792259288,35.83625356578285,35.778492584176625,34.1017093119203,504.40874725163945,926.4610473772657,422.05230012562623
ENGIE,179.68906955225634,8757.88217563845,63.582369513274365,25.358411699636918,74.99536818024079,80.54662830405867,45.512423103276944,18.319824512663484,94.16331814852029,18.772807549827363,480.0629015522485,927.8744592274766,447.8115576752281
EDP Renewables,133.83709588563477,5141.460380395957,25.48995425404999,47.09500587725145,80.51168513161777,33.86112291126325,55.591201707432035,64.27736616182925,71.11295180030899,82.12002033499546,327.3049641425729,607.3477150722222,280.0427509296493
Algonquin Power & Utilities,531.8031941708543,7743.553414261988,93.29699870666929,49.22323151824083,13.684516658635681,5.543298894123383,40.39762833030836,32.77712058412189,29.563833177963616,91.47539013379597,435.05169112891724,231.1867491602547,-203.86494196866255
RWE,622.6814865045949,3615.2880382571957,16.150069436104378,19.500898043861582,6.971942583372948,55.41876510047912,46.01171832033255,86.00735189897928,58.10464912839151,53.6923261420117,197.33568042129917,1234.839058772791,1037.5033783514918
Suncor Energy,344.51827396210365,8082.731214258997,48.733727472171395,65.20930618816506,89.3404729087987,58.790232489481454,1.51741990464217,12.262804997800657,94.4229579364256,72.7764040512944,326.4390727883427,582.3465185417874,255.90744575344473
ExxonMobil,458.45864557807204,2007.4233431937728,72.62177298899005,78.09193563860904,38.783426957109434,93.454024562186,28.3745509960456,43.34636997331237,81.18131069457786,12.146477090712748,344.7685970002743,574.9884519104746,230.2198549102003
EDP Renewables,182.52940160028712,4203.760364153674,51.22199905014329,79.1463540889519,28.787967806968084,72.60613260624744,43.65817217418244,39.67276004683858,74.18327137286596,60.85346432772384,748.6010807141255,425.68621161766487,-322.9148690964606
Duke Energy,402.73341744557985,9802.556361761757,18.28857279096121,60.24698307034551,72.46962542618245,91.77726524944396,63.37969759927289,93.80538535539297,73.69963117270224,70.2791021377846,143.69538448797684,541.2718823180469,397.57649783007
Dominion Energy,570.2672724710708,8145.9074473120545,59.804111451403664,51.16385825190141,83.64155965798567,90.83472102430096,45.00519305538921,15.313480060440387,17.802032429227033,45.27681295114008,686.0730773357747,257.2204691992478,-428.85260813652684
Xcel Energy,759.0446264661806,5475.303372832193,67.74687179446191,6.100714300539489,86.2489621898301,60.457411025824214,33.7817043321564,0.9846825012010951,82.46812392279365,24.32730844706986,299.26891881387087,1413.6166095473575,1114.3476907334866
ExxonMobil,103.0117258386813,4057.997244056966,73.34130798914569,28.783129885160584,31.599714112522737,52.77620653364475,38.809873534415715,23.80852128071176,27.611863244345813,87.73745205413914,173.67535532466454,922.5148093628496,748.8394540381851
Southern Company,520.5796898838873,8849.221300202289,43.5933833016483,9.327144677816989,85.2212391201674,55.74409671635999,24.22933292004665,82.02768597686546,93.03666579015295,74.29087199537224,370.7255449768907,1210.7442777916613,840.0187328147706
Xcel Energy,367.30258880939397,5903.629831760641,60.729397392588595,96.38231608784736,4.093394437434538,97.83308076772478,92.44942827740529,20.932181604701704,36.4639991013783,89.9857281849195,302.0255824857425,1346.5237124374391,1044.4981299516967
Iberdrola,867.5396395227112,7825.825160822,50.56178274450218,13.50801462257607,4.966149145971888,77.31676917469589,52.17432257909146,24.08780637054827,85.76603970422565,81.84026474978235,596.829138255865,1950.4722120970866,1353.6430738412216
China Petroleum & Chemical,743.9979837108177,7786.969122845477,70.4850434877028,15.177540985110205,62.351919517415446,10.626590479239583,1.3409453872123112,12.98988045368108,26.623349451780143,99.03744295788626,421.6387631031662,322.87855853990175,-98.76020456326444
Southern Company,630.1976810238053,1161.5111071164265,62.520127059233666,88.95766183304922,6.3106369115546235,77.84284067813999,1.9446258419546614,71.54362032765404,51.45269365822405,19.217273321444893,969.3943681674936,952.2518326965884,-17.14253547090516
Covanta,349.5390811270962,2136.2840451335214,57.318059760322136,94.39282834764579,32.46091685101615,17.053804889822587,97.29616349520415,6.917419050541717,10.688529548906056,8.674776780397409,967.1946394517655,642.6162803476659,-324.5783591040996
Covanta,919.3051918517809,6936.66429755268,32.45719301544238,76.58290392349099,67.2755986246924,44.73505490056257,22.145089137324504,33.120830232852164,66.0118902996174,33.70027913372585,499.34374220821553,1058.0814773422653,558.7377351340498
EDP-Energias de Portugal,140.59060949829086,2454.578301572843,10.181666597341053,0.540492367266987,33.726689605422635,21.045967217653427,80.56082888143146,28.249872662096454,83.60792751668383,12.90041750232589,815.5787145942336,1856.8501411049988,1041.2714265107652
TotalEnergies,198.52083881120365,3299.440101900442,25.667350778028634,0.13462709565637,17.959978144009593,68.95830655332298,5.827530156057447,55.51597297901548,71.8447281302416,52.313011290622434,111.94168677478753,1503.1716774466722,1391.2299906718847
Noble Energy,452.46712648632047,9519.741587796465,20.535943728175177,37.81007697874508,28.135062185384164,87.73097361930357,92.11627366945491,73.04162650197355,52.32585129386573,63.30289054077425,593.0304262523223,1391.509255663808,798.4788294114858
Pacific Gas and Electric,211.99380156717072,6041.640325374206,50.41762705098521,14.339537001089253,45.757533225043176,29.036188536668096,87.44170036666785,53.28764346967474,4.51158786014595,57.82886151734037,768.9692550762811,994.2425775761193,225.27332249983817
Algonquin Power & Utilities,960.7741278034825,7756.565562994125,65.10323356856603,1.8386142151597284,47.538585535548236,8.201074120818763,57.10931624345147,93.10259929750676,93.34410071708584,25.924013539027012,295.2489028666023,1408.0024970739846,1112.7535942073823
Vattenfall,818.1903899290451,6021.826649043759,29.177650781632735,46.406668940450466,78.30002313472019,29.849309807496326,0.8998657283255773,95.14426388873319,70.54895485786346,90.88240309687968,155.05457964934936,258.27567909393457,103.2210994445852
Duke Energy,333.0843864416323,5972.622533044527,94.51513863704685,94.30618974069715,75.01532294315125,67.23618579321943,25.781087402333757,36.14653284985154,74.5864238365333,2.117236373537845,240.3270423158103,1255.22960965381,1014.9025673379997
Dominion Energy,629.6988060759209,1847.367191131281,10.6013916301499,32.38195749024314,45.68178045561352,32.876012755445,40.682264739846495,77.76803762748928,79.46805755108072,34.80133537634929,497.66327845647135,1196.7978126786468,699.1345342221755
Southern Company,984.0974635720735,4092.9687334819273,79.50709136488086,66.11406784286964,84.56673490987714,27.811216755380343,46.00641167475617,73.88013832681897,74.77434259276107,71.8992475398061,555.7342786806357,823.952777533747,268.2184988531113
Enel,895.7790803183526,3541.8780881786056,66.2684292577398,65.22353531324407,11.423713859139584,18.443519058426496,29.767875856237204,89.29645917048273,44.11161640983337,76.69289263491595,442.7966098978916,562.7254257633952,119.92881586550357
Calpine Corporation,640.7186017979782,4516.5552905225195,43.61993209429137,25.108010366516776,25.53533502289015,49.75164268744335,3.2947868245529977,44.79436402077033,73.36218292879468,41.61185444318599,495.976390338142,1653.5999917987417,1157.6236014605997
EDP-Energias de Portugal,913.3515704577434,8185.097694018955,14.544004997116712,65.04252488238643,82.79764635022515,27.59488281571876,59.01274059265421,53.04731871977923,62.50267878103289,1.690981325636709,523.2114636483532,296.95180601917366,-226.25965762917951
Public Service Enterprise Group,990.2664188320231,4347.394011251784,66.47379146058515,21.233397428689127,37.79940386261531,73.10103491394831,52.41546676947559,41.577431358157405,85.40163336687866,61.804367912373735,792.4929954409866,325.411155962458,-467.08183947852865
Xcel Energy,769.0175406042617,5065.271373085145,44.705216157908325,12.200741357688905,98.11815587938422,7.662240199220271,28.300063542907772,85.03769192997056,80.24598153373704,6.30946811832157,194.71770826988714,992.9391391714638,798.2214309015767
AES Corporation,158.48776853460464,4576.432514367849,94.26404254718972,70.13832855596901,46.62532815278354,66.40330331113175,3.797596756960653,22.970231536213436,4.1374382467259885,10.78557761535145,792.0554204434563,654.5981853354891,-137.45723510796722
Covanta,461.4222127829387,1840.6717477776604,58.77910674007893,11.344081710391674,79.19356229637641,23.756001456776985,99.45941872219402,23.97090782424447,37.888709033260525,65.025071964619,719.7645720654983,1541.8143443126366,822.0497722471383
Fortis Inc.,854.0431617549209,4969.649424257053,94.56863601641574,99.69092185893554,40.23070413823719,48.92792610516031,48.19861868264059,37.26051035770798,3.4716152183894566,31.248832614285483,767.4947285286862,1341.5421384581439,574.0474099294577
Eni,307.5122762245171,2760.4834574006354,29.84353241259737,18.345240115022932,42.49535190624304,28.60899220312606,75.60042417740772,23.034283210235117,10.207492476609792,34.80301527082529,761.0215472877906,1590.5626330279365,829.541085740146
Repsol,847.5782659755621,2680.5096619573733,75.3153319327693,59.414186275645754,38.28831472841835,72.27686760107956,45.23140350513355,56.100683641492076,60.14107220036114,48.68070769832434,523.5326342216053,784.4221214080419,260.88948718643655
Covanta,208.30488583149634,1846.324939908397,65.55241187638532,41.137457141258935,71.90756205108117,94.53070402516367,4.317029086294144,13.44901064955023,87.38218211622534,97.85783948593739,290.26016610481,1532.9340913121614,1242.6739252073514
ExxonMobil,142.25082143303172,4210.0387672758825,76.54674068481806,12.63864224056671,54.75178840599945,91.70767794698132,30.960074508550008,32.01862194040553,11.982475870926724,96.54422207387104,582.9660138716235,1752.145824847518,1169.1798109758945
Covanta,445.68155034212464,7817.336963104756,29.320107757528312,2.7843907577413396,94.37781113683691,58.34262151440911,32.01101410059012,91.344469847559,45.108928746683155,41.62609993600751,962.1838482481896,821.4940899534291,-140.6897582947605
AES Corporation,133.05874368395226,3487.975215250565,69.84950646139964,62.273228229283326,25.089031653410476,46.26103032569784,83.8352904049016,40.922548019179594,91.08789048064438,26.54992172182822,629.6731132540274,811.8124780913,182.13936483727264
First Solar,961.5432366849931,3811.1419169696223,54.82363537511821,80.67575637891261,10.056273208344436,81.83005094393818,65.42299779998744,74.82337164935092,81.43009836715878,30.259215266411577,109.94243069149985,1819.9125270315672,1709.9700963400674
BP,843.5851262145693,6784.071919051812,76.85424774156846,84.2015661506744,39.326148509921524,68.332636262773,27.542990363947283,11.3462191706574,51.96678964659299,26.878129816160413,153.73981438875157,289.6224557378764,135.88264134912484
ExxonMobil,820.6927184168876,2762.56731328227,39.4340179736636,48.271347307693446,61.6712707646776,18.356411421693288,96.7739954659086,24.756450814178464,77.1571439328831,53.224580714178074,993.5770902431971,830.3409303155198,-163.23615992767725
TotalEnergies,666.8001306965377,9072.62137381181,90.10513229187274,77.74554671823856,86.0798936915495,82.09192136130002,32.15418323978714,80.73456212003686,52.2693774044537,60.685980780092855,164.75172331549635,413.61048572924733,248.85876241375098
ENGIE,294.6916207328982,5681.71470926399,17.587118315021534,67.28471334885448,34.619688668032765,42.888438939471015,99.82340258287203,76.29929362896941,15.809233728284877,48.877938822966605,141.4406440404087,252.16506244995722,110.72441840954852
